BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63000612,Tockwith,,,E12000003,Yorkshire and The Humber,Whole,468
E63000613,Murton,,,E12000003,Yorkshire and The Humber,Whole,469
E63000614,Osbaldwick,,,E12000003,Yorkshire and The Humber,Whole,470
E63000615,York,,,E12000003,Yorkshire and The Humber,Whole,471
E63000616,Pannal,,,E12000003,Yorkshire and The Humber,Whole,472
E63000617,Skipton,,,E12000003,Yorkshire and The Humber,Whole,473
E63000618,Long Marston (Harrogate),,,E12000003,Yorkshire and The Humber,Whole,474
E63000619,Spofforth,,,E12000003,Yorkshire and The Humber,Whole,475
E63000620,Wilberfoss,,,E12000003,Yorkshire and The Humber,Whole,476
E63000621,Rufforth,,,E12000003,Yorkshire and The Humber,Whole,477
E63000622,Heslington,,,E12000003,Yorkshire and The Humber,Whole,478
E63000623,Forton,,,E12000002,North West,Whole,479
E63000624,Addingham,,,E12000003,Yorkshire and The Humber,Whole,480
E63000625,Carleton-in-Craven,,,E12000003,Yorkshire and The Humber,Whole,481
E63000626,Middleton-on-the-Wolds,,,E12000003,Yorkshire and The Humber,Whole,482
E63000627,Kirkby Overblow,,,E12000003,Yorkshire and The Humber,Whole,483
E63000628,Barmby Moor,,,E12000003,Yorkshire and The Humber,Whole,484
E63000629,Pocklington,,,E12000003,Yorkshire and The Humber,Whole,485
E63000630,Gisburn,,,E12000002,North West,Whole,486
E63000631,Wetherby,,,E12000003,Yorkshire and The Humber,Whole,487
E63000632,Nunkeeling,,,E12000003,Yorkshire and The Humber,Whole,488
E63000633,Low Bradley,,,E12000003,Yorkshire and The Humber,Whole,489
E63000634,Thornton-in-Craven,,,E12000003,Yorkshire and The Humber,Whole,490
E63000635,Pilling,,,E12000002,North West,Whole,491
E63000636,Lund,,,E12000003,Yorkshire and The Humber,Whole,492
E63000637,Preesall and Knott End-on-Sea,,,E12000002,North West,Whole,493
E63000638,Elvington,,,E12000003,Yorkshire and The Humber,Whole,494
E63000639,Ilkley,,,E12000003,Yorkshire and The Humber,Whole,495
E63000640,Askham Bryan,,,E12000003,Yorkshire and The Humber,Whole,496
E63000641,Huby (Harrogate),,,E12000003,Yorkshire and The Humber,Whole,497
E63000642,Hornsea,,,E12000003,Yorkshire and The Humber,Whole,498
E63000643,Bishopthorpe,,,E12000003,Yorkshire and The Humber,Whole,499
E63000644,Brandesburton,,,E12000003,Yorkshire and The Humber,Whole,500
E63000695,Great Cowden,,,E12000003,Yorkshire and The Humber,Whole,501
E63000696,Escrick,,,E12000003,Yorkshire and The Humber,Whole,502
E63000697,Catterall,,,E12000002,North West,Whole,503
E63000698,Hambleton (Wyre),,,E12000002,North West,Whole,504
E63000699,Thornton (Wyre),,,E12000002,North West,Whole,505
E63000700,Appleton Roebuck,,,E12000003,Yorkshire and The Humber,Whole,506
E63000701,Foulridge,,,E12000002,North West,Whole,507
E63000702,Guiseley,,,E12000003,Yorkshire and The Humber,Whole,508
E63000703,Long Riston,,,E12000003,Yorkshire and The Humber,Whole,509
E63000704,East Morton,,,E12000003,Yorkshire and The Humber,Whole,510
E63000705,Seaton Ross,,,E12000003,Yorkshire and The Humber,Whole,511
E63000706,Tickton,,,E12000003,Yorkshire and The Humber,Whole,512
E63000707,Market Weighton,,,E12000003,Yorkshire and The Humber,Whole,513
E63000708,Clitheroe,,,E12000002,North West,Whole,514
E63000709,Hull Bridge,,,E12000003,Yorkshire and The Humber,Whole,515
E63000710,Yeadon,,,E12000003,Yorkshire and The Humber,Whole,516
E63000711,St Michael's on Wyre,,,E12000002,North West,Whole,517
E63000712,Scarcroft,,,E12000003,Yorkshire and The Humber,Whole,518
E63000713,Keighley,,,E12000003,Yorkshire and The Humber,Whole,519
E63000714,Stillingfleet,,,E12000003,Yorkshire and The Humber,Whole,520
E63000715,Bishop Burton and Cherry Burton,,,E12000003,Yorkshire and The Humber,Whole,521
E63000716,Thorner,,,E12000003,Yorkshire and The Humber,Whole,522
E63000717,Withernwick,,,E12000003,Yorkshire and The Humber,Whole,523
E63000718,Bilsborrow,,,E12000002,North West,Whole,524
E63000719,Colne,,,E12000002,North West,Whole,525
E63000720,Great Eccleston,,,E12000002,North West,Whole,526
E63000721,Carleton,,,E12000002,North West,Whole,527
E63000722,Ulleskelf,,,E12000003,Yorkshire and The Humber,Whole,528
E63000723,Shadwell,,,E12000003,Yorkshire and The Humber,Whole,529
E63000724,Poulton-le-Fylde,,,E12000002,North West,Whole,530
E63000725,Barrowford,,,E12000002,North West,Whole,531
E63000726,Beverley,,,E12000003,Yorkshire and The Humber,Whole,532
E63000727,Bingley,,,E12000003,Yorkshire and The Humber,Whole,533
E63000728,Skirlaugh,,,E12000003,Yorkshire and The Humber,Whole,534
E63000729,Little Singleton,,,E12000002,North West,Whole,535
E63000730,Sancton,,,E12000003,Yorkshire and The Humber,Whole,536
E63000731,Rawdon,,,E12000003,Yorkshire and The Humber,Whole,537
E63000732,Esholt,,,E12000003,Yorkshire and The Humber,Whole,538
E63000733,Baildon,,,E12000003,Yorkshire and The Humber,Whole,539
E63000734,Trawden,,,E12000002,North West,Whole,540
E63000735,Oakworth,,,E12000003,Yorkshire and The Humber,Whole,541
E63000736,Aldbrough,,,E12000003,Yorkshire and The Humber,Whole,542
E63000737,Hurst Green (Ribble Valley),,,E12000002,North West,Whole,543
E63000738,Holme upon Spalding Moor,,,E12000003,Yorkshire and The Humber,Whole,544
E63000739,Elswick,,,E12000002,North West,Whole,545
E63000740,Harden,,,E12000003,Yorkshire and The Humber,Whole,546
E63000741,Barrow (Ribble Valley),,,E12000002,North West,Whole,547
E63000742,Aberford,,,E12000003,Yorkshire and The Humber,Whole,548
E63000743,Church Fenton,,,E12000003,Yorkshire and The Humber,Whole,549
E63000744,Riccall,,,E12000003,Yorkshire and The Humber,Whole,550
E63000445,Kirkby-in-Furness,,,E12000002,North West,Whole,551
E63000446,Wombleton,,,E12000003,Yorkshire and The Humber,Whole,552
E63000447,Snainton,,,E12000003,Yorkshire and The Humber,Whole,553
E63000448,Brompton-by-Sawdon,,,E12000003,Yorkshire and The Humber,Whole,554
E63000449,Thirsk,,,E12000003,Yorkshire and The Humber,Whole,555
E63000450,Milnthorpe,,,E12000002,North West,Whole,556
E63000451,Carlton Miniott,,,E12000003,Yorkshire and The Humber,Whole,557
E63000452,Sowerby,,,E12000003,Yorkshire and The Humber,Whole,558
E63000453,Masham,,,E12000003,Yorkshire and The Humber,Whole,559
E63000454,Filey,,,E12000003,Yorkshire and The Humber,Whole,560
E63000455,Bagby,,,E12000003,Yorkshire and The Humber,Whole,561
E63000456,Lindale,,,E12000002,North West,Whole,562
E63000457,Storth and Sandside,,,E12000002,North West,Whole,563
E63000458,Millom,,,E12000002,North West,Whole,564
E63000459,Kirby Misperton,,,E12000003,Yorkshire and The Humber,Whole,565
E63000460,Muston (Scarborough),,,E12000003,Yorkshire and The Humber,Whole,566
E63000461,Flixton Ings,,,E12000003,Yorkshire and The Humber,Whole,567
E63000462,Casterton,,,E12000002,North West,Whole,568
E63000463,Staxton,,,E12000003,Yorkshire and The Humber,Whole,569
E63000464,Thorpefield,,,E12000003,Yorkshire and The Humber,Whole,570
E63000465,Oswaldkirk,,,E12000003,Yorkshire and The Humber,Whole,571
E63000466,West Tanfield,,,E12000003,Yorkshire and The Humber,Whole,572
E63000467,Holme (South Lakeland),,,E12000002,North West,Whole,573
E63000468,Haverigg,,,E12000002,North West,Whole,574
E63000469,Cartmel,,,E12000002,North West,Whole,575
E63000470,Kirkby Lonsdale,,,E12000002,North West,Whole,576
E63000471,Ampleforth,,,E12000003,Yorkshire and The Humber,Whole,577
E63000472,Arnside,,,E12000002,North West,Whole,578
E63000473,Primrose Valley,,,E12000003,Yorkshire and The Humber,Whole,579
E63000474,Ulverston,,,E12000002,North West,Whole,580
E63000475,Grange-over-Sands,,,E12000002,North West,Whole,581
E63000476,Askam in Furness,,,E12000002,North West,Whole,582
E63000477,Hunmanby,,,E12000003,Yorkshire and The Humber,Whole,583
E63000478,Sherburn (Ryedale),,,E12000003,Yorkshire and The Humber,Whole,584
E63000479,Swarthmoor,,,E12000002,North West,Whole,585
E63000480,Allithwaite,,,E12000002,North West,Whole,586
E63000481,Burton-in-Kendal,,,E12000002,North West,Whole,587
E63000482,Grewelthorpe,,,E12000003,Yorkshire and The Humber,Whole,588
E63000483,Topcliffe,,,E12000003,Yorkshire and The Humber,Whole,589
E63000484,Reighton Sands,,,E12000003,Yorkshire and The Humber,Whole,590
E63000485,Lindal in Furness,,,E12000002,North West,Whole,591
E63000486,Dalton,,,E12000003,Yorkshire and The Humber,Whole,592
E63000487,Melmerby,,,E12000003,Yorkshire and The Humber,Whole,593
E63000488,North Stainley,,,E12000003,Yorkshire and The Humber,Whole,594
E63000489,Hovingham,,,E12000003,Yorkshire and The Humber,Whole,595
E63000490,Rainton,,,E12000003,Yorkshire and The Humber,Whole,596
E63000491,Silverdale,,,E12000002,North West,Whole,597
E63000492,Husthwaite,,,E12000003,Yorkshire and The Humber,Whole,598
E63000493,Slingsby,,,E12000003,Yorkshire and The Humber,Whole,599
E63000494,Flookburgh,,,E12000002,North West,Whole,600
E63000545,Wilsthorpe,,,E12000003,Yorkshire and The Humber,Whole,601
E63000546,Caton,,,E12000002,North West,Whole,602
E63000547,Kilham,,,E12000003,Yorkshire and The Humber,Whole,603
E63000548,Tollerton (Hambleton),,,E12000003,Yorkshire and The Humber,Whole,604
E63000549,Giggleswick,,,E12000003,Yorkshire and The Humber,Whole,605
E63000550,Grassington,,,E12000003,Yorkshire and The Humber,Whole,606
E63000551,Morecambe,,,E12000002,North West,Whole,607
E63000552,Burton Leonard,,,E12000003,Yorkshire and The Humber,Whole,608
E63000553,Threshfield,,,E12000003,Yorkshire and The Humber,Whole,609
E63000554,Settle,,,E12000003,Yorkshire and The Humber,Whole,610
E63000555,Burton Agnes,,,E12000003,Yorkshire and The Humber,Whole,611
E63000556,Staveley (Harrogate),,,E12000003,Yorkshire and The Humber,Whole,612
E63000557,Summerbridge,,,E12000003,Yorkshire and The Humber,Whole,613
E63000558,Heysham,,,E12000002,North West,Whole,614
E63000559,Flaxton,,,E12000003,Yorkshire and The Humber,Whole,615
E63000560,Lancaster,,,E12000002,North West,Whole,616
E63000561,Great Ouseburn,,,E12000003,Yorkshire and The Humber,Whole,617
E63000562,Linton-on-Ouse,,,E12000003,Yorkshire and The Humber,Whole,618
E63000563,Strensall,,,E12000003,Yorkshire and The Humber,Whole,619
E63000564,Newton-on-Ouse,,,E12000003,Yorkshire and The Humber,Whole,620
E63000565,Darley,,,E12000003,Yorkshire and The Humber,Whole,621
E63000566,Garton-on-the-Wolds,,,E12000003,Yorkshire and The Humber,Whole,622
E63000567,Birstwith,,,E12000003,Yorkshire and The Humber,Whole,623
E63000568,Thorpe Underwood,,,E12000003,Yorkshire and The Humber,Whole,624
E63000569,Scotton (Harrogate),,,E12000003,Yorkshire and The Humber,Whole,625
E63000570,Fridaythorpe,,,E12000003,Yorkshire and The Humber,Whole,626
E63000571,Nafferton,,,E12000003,Yorkshire and The Humber,Whole,627
E63000572,Wetwang,,,E12000003,Yorkshire and The Humber,Whole,628
E63000573,Middleton (Lancaster),,,E12000002,North West,Whole,629
E63000574,Stodday,,,E12000002,North West,Whole,630
E63000575,Shipton (Hambleton),,,E12000003,Yorkshire and The Humber,Whole,631
E63000576,Hampsthwaite,,,E12000003,Yorkshire and The Humber,Whole,632
E63000577,Killinghall,,,E12000003,Yorkshire and The Humber,Whole,633
E63000578,Wigginton (York),,,E12000003,Yorkshire and The Humber,Whole,634
E63000579,Long Preston,,,E12000003,Yorkshire and The Humber,Whole,635
E63000580,Overton (Lancaster),,,E12000002,North West,Whole,636
E63000581,Haxby,,,E12000003,Yorkshire and The Humber,Whole,637
E63000582,Driffield,,,E12000003,Yorkshire and The Humber,Whole,638
E63000583,Whixley,,,E12000003,Yorkshire and The Humber,Whole,639
E63000584,Earswick,,,E12000003,Yorkshire and The Humber,Whole,640
E63000585,Bailrigg,,,E12000002,North West,Whole,641
E63000586,Knaresborough,,,E12000003,Yorkshire and The Humber,Whole,642
E63000587,Green Hammerton,,,E12000003,Yorkshire and The Humber,Whole,643
E63000588,Ulrome,,,E12000003,Yorkshire and The Humber,Whole,644
E63000589,Hellifield,,,E12000003,Yorkshire and The Humber,Whole,645
E63000590,Kelleythorpe,,,E12000003,Yorkshire and The Humber,Whole,646
E63000591,Skelton (York),,,E12000003,Yorkshire and The Humber,Whole,647
E63000592,Goldsborough,,,E12000003,Yorkshire and The Humber,Whole,648
E63000593,Stockton on the Forest,,,E12000003,Yorkshire and The Humber,Whole,649
E63000594,Warthill,,,E12000003,Yorkshire and The Humber,Whole,650
E63000645,Linton (Leeds),,,E12000003,Yorkshire and The Humber,Whole,651
E63000646,Lockington,,,E12000003,Yorkshire and The Humber,Whole,652
E63000647,Sutton upon Derwent,,,E12000003,Yorkshire and The Humber,Whole,653
E63000648,Copmanthorpe,,,E12000003,Yorkshire and The Humber,Whole,654
E63000649,Barnoldswick,,,E12000002,North West,Whole,655
E63000650,Cononley,,,E12000003,Yorkshire and The Humber,Whole,656
E63000651,Fleetwood,,,E12000002,North West,Whole,657
E63000652,Earby,,,E12000002,North West,Whole,658
E63000653,Thorp Arch,,,E12000003,Yorkshire and The Humber,Whole,659
E63000654,Bilbrough,,,E12000003,Yorkshire and The Humber,Whole,660
E63000655,Silsden,,,E12000003,Yorkshire and The Humber,Whole,661
E63000656,Farnhill,,,E12000003,Yorkshire and The Humber,Whole,662
E63000657,Burley in Wharfedale,,,E12000003,Yorkshire and The Humber,Whole,663
E63000658,Collingham (Leeds),,,E12000003,Yorkshire and The Humber,Whole,664
E63000659,Sigglesthorne,,,E12000003,Yorkshire and The Humber,Whole,665
E63000660,Garstang,,,E12000002,North West,Whole,666
E63000661,Otley (Leeds),,,E12000003,Yorkshire and The Humber,Whole,667
E63000662,Hayton (East Riding of Yorkshire),,,E12000003,Yorkshire and The Humber,Whole,668
E63000663,Acaster Malbis,,,E12000003,Yorkshire and The Humber,Whole,669
E63000664,Grindleton,,,E12000002,North West,Whole,670
E63000665,Stalmine,,,E12000002,North West,Whole,671
E63000666,Cross Hills,,,E12000003,Yorkshire and The Humber,Whole,672
E63000667,Boston Spa,,,E12000003,Yorkshire and The Humber,Whole,673
E63000668,Harewood,,,E12000003,Yorkshire and The Humber,Whole,674
E63000669,Leven (East Riding of Yorkshire),,,E12000003,Yorkshire and The Humber,Whole,675
E63000670,Wheldrake,,,E12000003,Yorkshire and The Humber,Whole,676
E63000671,Pool-in-Wharfedale,,,E12000003,Yorkshire and The Humber,Whole,677
E63000672,Sough,,,E12000002,North West,Whole,678
E63000673,Bonds,,,E12000002,North West,Whole,679
E63000674,West Bradford,,,E12000002,North West,Whole,680
E63000675,Steeton,,,E12000003,Yorkshire and The Humber,Whole,681
E63000676,East Keswick,,,E12000003,Yorkshire and The Humber,Whole,682
E63000677,Chatburn,,,E12000002,North West,Whole,683
E63000678,Melbourne (East Riding of Yorkshire),,,E12000003,Yorkshire and The Humber,Whole,684
E63000679,Sutton-in-Craven,,,E12000003,Yorkshire and The Humber,Whole,685
E63000680,Bowgreave,,,E12000002,North West,Whole,686
E63000681,Menston,,,E12000003,Yorkshire and The Humber,Whole,687
E63000682,Sower Carr,,,E12000002,North West,Whole,688
E63000683,Waddington (Ribble Valley),,,E12000002,North West,Whole,689
E63000684,Routh,,,E12000003,Yorkshire and The Humber,Whole,690
E63000685,Bardsey,,,E12000003,Yorkshire and The Humber,Whole,691
E63000686,Shiptonthorpe,,,E12000003,Yorkshire and The Humber,Whole,692
E63000687,Cleveleys,,,E12000002,North West,Whole,693
E63000688,Leconfield,,,E12000003,Yorkshire and The Humber,Whole,694
E63000689,Chipping,,,E12000002,North West,Whole,695
E63000690,Bramhope,,,E12000003,Yorkshire and The Humber,Whole,696
E63000691,Goodmanham,,,E12000003,Yorkshire and The Humber,Whole,697
E63000692,Cowling,,,E12000003,Yorkshire and The Humber,Whole,698
E63000693,Bramham,,,E12000003,Yorkshire and The Humber,Whole,699
E63000694,Tadcaster,,,E12000003,Yorkshire and The Humber,Whole,700
E63000745,Inskip,,,E12000002,North West,Whole,701
E63000746,Nelson (Pendle),,,E12000002,North West,Whole,702
E63000747,Cawood,,,E12000003,Yorkshire and The Humber,Whole,703
E63000748,Haworth,,,E12000003,Yorkshire and The Humber,Whole,704
E63000749,Fence,,,E12000002,North West,Whole,705
E63000750,Sabden,,,E12000002,North West,Whole,706
E63000751,Shipley (Bradford),,,E12000003,Yorkshire and The Humber,Whole,707
E63000752,Longridge (Ribble Valley),,,E12000002,North West,Whole,708
E63000753,Barwick in Elmet,,,E12000003,Yorkshire and The Humber,Whole,709
E63000754,North Duffield,,,E12000003,Yorkshire and The Humber,Whole,710
E63000755,Walkington,,,E12000003,Yorkshire and The Humber,Whole,711
E63000756,Scholes (Leeds),,,E12000003,Yorkshire and The Humber,Whole,712
E63000757,Wawne,,,E12000003,Yorkshire and The Humber,Whole,713
E63000758,Woodmansey,,,E12000003,Yorkshire and The Humber,Whole,714
E63000759,Calverley,,,E12000003,Yorkshire and The Humber,Whole,715
E63000760,Saxton,,,E12000003,Yorkshire and The Humber,Whole,716
E63000761,Barton (Preston),,,E12000002,North West,Whole,717
E63000762,Cullingworth,,,E12000003,Yorkshire and The Humber,Whole,718
E63000763,Whalley,,,E12000002,North West,Whole,719
E63000764,North Newbald,,,E12000003,Yorkshire and The Humber,Whole,720
E63000765,Goosnargh,,,E12000002,North West,Whole,721
E63000766,Higham (Pendle),,,E12000002,North West,Whole,722
E63000767,Old Langho,,,E12000002,North West,Whole,723
E63000768,Brierfield,,,E12000002,North West,Whole,724
E63000769,Weeton,,,E12000002,North West,Whole,725
E63000770,Staining,,,E12000002,North West,Whole,726
E63000771,Bubwith,,,E12000003,Yorkshire and The Humber,Whole,727
E63000772,Barkston Ash,,,E12000003,Yorkshire and The Humber,Whole,728
E63000773,Wilsden,,,E12000003,Yorkshire and The Humber,Whole,729
E63000774,Wistow (Selby),,,E12000003,Yorkshire and The Humber,Whole,730
E63000775,Billington (Ribble Valley),,,E12000002,North West,Whole,731
E63000776,High Garth,,,E12000003,Yorkshire and The Humber,Whole,732
E63000777,Ribchester,,,E12000002,North West,Whole,733
E63000778,Dunswell,,,E12000003,Yorkshire and The Humber,Whole,734
E63000779,Woodplumpton,,,E12000002,North West,Whole,735
E63000780,Oxenhope,,,E12000003,Yorkshire and The Humber,Whole,736
E63000781,Read,,,E12000002,North West,Whole,737
E63000782,Breighton,,,E12000003,Yorkshire and The Humber,Whole,738
E63000783,Sproatley,,,E12000003,Yorkshire and The Humber,Whole,739
E63000784,Leeds,,,E12000003,Yorkshire and The Humber,Whole,740
E63000785,Broughton (Preston),,,E12000002,North West,Whole,741
E63000786,Hotham,,,E12000003,Yorkshire and The Humber,Whole,742
E63000787,Grimsargh,,,E12000002,North West,Whole,743
