FID,PAR20CD,PAR20NM,WD20CD,WD20NM,LAD20CD,LAD20NM
6803,E04004509,Horndean,E05012308,Horndean Kings & Blendworth,E07000085,East Hampshire
6804,E04004509,Horndean,E05012309,Horndean Murray,E07000085,East Hampshire
6805,E04004513,Lindford,E05012310,Lindford,E07000085,East Hampshire
6806,E04004514,Liss,E05012311,Liss,E07000085,East Hampshire
6807,E04012251,Petersfield,E05012312,Petersfield Bell Hill,E07000085,East Hampshire
6808,E04012251,Petersfield,E05012313,Petersfield Causeway,E07000085,East Hampshire
6809,E04012251,Petersfield,E05012314,Petersfield Heath,E07000085,East Hampshire
6810,E04012251,Petersfield,E05012315,Petersfield St Peter's,E07000085,East Hampshire
6811,E04004498,Colemore and Priors Dean,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6812,E04004500,East Tisted,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6813,E04004507,Hawkley,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6814,E04004516,Newton Valence,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6815,E04004518,Ropley,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6816,E04004523,West Tisted,E05012316,"Ropley, Hawkley & Hangers",E07000085,East Hampshire
6817,E04004519,Rowlands Castle,E05012317,Rowlands Castle,E07000085,East Hampshire
6818,E04004524,Whitehill,E05012318,Whitehill Chase,E07000085,East Hampshire
6819,E04004506,Greatham,E05012319,Whitehill Hogmoor & Greatham,E07000085,East Hampshire
6820,E04004520,Selborne,E05012319,Whitehill Hogmoor & Greatham,E07000085,East Hampshire
6821,E04004524,Whitehill,E05012319,Whitehill Hogmoor & Greatham,E07000085,East Hampshire
6822,E04004524,Whitehill,E05012320,Whitehill Pinewood,E07000085,East Hampshire
6823,E04004536,Bishopstoke,E05011187,Bishopstoke,E07000086,Eastleigh
6824,E04012906,Fair Oak and Horton Heath,E05011187,Bishopstoke,E07000086,Eastleigh
6825,E04004529,Botley,E05011188,Botley,E07000086,Eastleigh
6826,E04012905,Bursledon,E05011189,Bursledon & Hound North,E07000086,Eastleigh
6827,E04012907,Hamble-le-Rice,E05011189,Bursledon & Hound North,E07000086,Eastleigh
6828,E04012908,Hedge End,E05011189,Bursledon & Hound North,E07000086,Eastleigh
6829,E04012909,Hound,E05011189,Bursledon & Hound North,E07000086,Eastleigh
6830,E04012049,Chandler's Ford,E05011190,Chandler's Ford,E07000086,Eastleigh
6831,E04012048,Allbrook,E05011192,Eastleigh North,E07000086,Eastleigh
6832,E04012049,Chandler's Ford,E05011193,Eastleigh South,E07000086,Eastleigh
6833,E04012906,Fair Oak and Horton Heath,E05011194,Fair Oak & Horton Heath,E07000086,Eastleigh
6834,E04012907,Hamble-le-Rice,E05011195,Hamble & Netley,E07000086,Eastleigh
6835,E04012909,Hound,E05011195,Hamble & Netley,E07000086,Eastleigh
6836,E04012908,Hedge End,E05011196,Hedge End North,E07000086,Eastleigh
6837,E04012908,Hedge End,E05011197,Hedge End South,E07000086,Eastleigh
6838,E04012049,Chandler's Ford,E05011198,Hiltingbury,E07000086,Eastleigh
6839,E04012906,Fair Oak and Horton Heath,E05011199,West End North,E07000086,Eastleigh
6840,E04012910,West End,E05011199,West End North,E07000086,Eastleigh
6841,E04012910,West End,E05011200,West End South,E07000086,Eastleigh
6842,E04004553,Yateley,E05009352,Blackwater and Hawley,E07000089,Hart
6843,E04012053,Blackwater and Hawley,E05009352,Blackwater and Hawley,E07000089,Hart
6844,E04012054,Church Crookham,E05009353,Crookham East,E07000089,Hart
6845,E04012060,Fleet,E05009353,Crookham East,E07000089,Hart
6846,E04012054,Church Crookham,E05009354,Crookham West and Ewshot,E07000089,Hart
6847,E04012056,Crookham Village,E05009354,Crookham West and Ewshot,E07000089,Hart
6848,E04012059,Ewshot,E05009354,Crookham West and Ewshot,E07000089,Hart
6849,E04012060,Fleet,E05009355,Fleet Central,E07000089,Hart
6850,E04012060,Fleet,E05009356,Fleet East,E07000089,Hart
6851,E04012058,Elvetham Heath,E05009357,Fleet West,E07000089,Hart
6852,E04012060,Fleet,E05009357,Fleet West,E07000089,Hart
6853,E04004537,Bramshill,E05009358,Hartley Wintney,E07000089,Hart
6854,E04004541,Eversley,E05009358,Hartley Wintney,E07000089,Hart
6855,E04012061,Hartley Wintney,E05009358,Hartley Wintney,E07000089,Hart
6856,E04012062,Heckfield,E05009358,Hartley Wintney,E07000089,Hart
6857,E04012063,Mattingley,E05009358,Hartley Wintney,E07000089,Hart
6858,E04012065,Winchfield,E05009358,Hartley Wintney,E07000089,Hart
6859,E04004546,Hook,E05009359,Hook,E07000089,Hart
6860,E04012064,Rotherwick,E05009359,Hook,E07000089,Hart
6861,E04004542,Greywell,E05009360,Odiham,E07000089,Hart
6862,E04004547,Long Sutton,E05009360,Odiham,E07000089,Hart
6863,E04004549,Odiham,E05009360,Odiham,E07000089,Hart
6864,E04004551,South Warnborough,E05009360,Odiham,E07000089,Hart
6865,E04012055,Crondall,E05009360,Odiham,E07000089,Hart
6866,E04012057,Dogmersfield,E05009360,Odiham,E07000089,Hart
6867,E04004553,Yateley,E05009361,Yateley East,E07000089,Hart
6868,E04004553,Yateley,E05009362,Yateley West,E07000089,Hart
6869,E04004554,Ashurst and Colbury,E05004580,"Ashurst, Copythorne South and Netley Marsh",E07000091,New Forest
6870,E04004562,Copythorne,E05004580,"Ashurst, Copythorne South and Netley Marsh",E07000091,New Forest
6871,E04004580,Netley Marsh,E05004580,"Ashurst, Copythorne South and Netley Marsh",E07000091,New Forest
6872,E04004581,New Milton,E05004581,Barton,E07000091,New Forest
6873,E04004581,New Milton,E05004582,Bashley,E07000091,New Forest
6874,E04004581,New Milton,E05004583,Becton,E07000091,New Forest
6875,E04004556,Boldre,E05004584,Boldre and Sway,E07000091,New Forest
6876,E04004586,Sway,E05004584,Boldre and Sway,E07000091,New Forest
6877,E04004557,Bramshaw,E05004585,"Bramshaw, Copythorne North and Minstead",E07000091,New Forest
6878,E04004562,Copythorne,E05004585,"Bramshaw, Copythorne North and Minstead",E07000091,New Forest
6879,E04004579,Minstead,E05004585,"Bramshaw, Copythorne North and Minstead",E07000091,New Forest
6880,E04004558,Bransgore,E05004586,Bransgore and Burley,E07000091,New Forest
6881,E04004561,Burley,E05004586,Bransgore and Burley,E07000091,New Forest
6882,E04004555,Beaulieu,E05004587,Brockenhurst and Forest South East,E07000091,New Forest
6883,E04004560,Brockenhurst,E05004587,Brockenhurst and Forest South East,E07000091,New Forest
6884,E04004564,Denny Lodge,E05004587,Brockenhurst and Forest South East,E07000091,New Forest
6885,E04004565,East Boldre,E05004587,Brockenhurst and Forest South East,E07000091,New Forest
6886,E04004567,Exbury and Lepe,E05004587,Brockenhurst and Forest South East,E07000091,New Forest
6887,E04004574,Lymington and Pennington,E05004588,Buckland,E07000091,New Forest
6888,E04004573,Hythe and Dibden,E05004589,Butts Ash and Dibden Purlieu,E07000091,New Forest
6889,E04004573,Hythe and Dibden,E05004590,Dibden and Hythe East,E07000091,New Forest
6890,E04004568,Fawley,E05004592,"Fawley, Blackfield and Langley",E07000091,New Forest
6891,E04004581,New Milton,E05004593,Fernhill,E07000091,New Forest
6892,E04004568,Fawley,E05004596,Furzedown and Hardley,E07000091,New Forest
6893,E04004573,Hythe and Dibden,E05004596,Furzedown and Hardley,E07000091,New Forest
6894,E04004568,Fawley,E05004597,Holbury and North Blackfield,E07000091,New Forest
6895,E04004571,Hordle,E05004598,Hordle,E07000091,New Forest
6896,E04004573,Hythe and Dibden,E05004599,Hythe West and Langdown,E07000091,New Forest
6897,E04004574,Lymington and Pennington,E05004600,Lymington Town,E07000091,New Forest
6898,E04004575,Lyndhurst,E05004601,Lyndhurst,E07000091,New Forest
6899,E04004576,Marchwood,E05004602,Marchwood,E07000091,New Forest
6900,E04004571,Hordle,E05004603,Milford,E07000091,New Forest
6901,E04004578,Milford-on-sea,E05004603,Milford,E07000091,New Forest
6902,E04004581,New Milton,E05004604,Milton,E07000091,New Forest
6903,E04004574,Lymington and Pennington,E05004605,Pennington,E07000091,New Forest
6904,E04004582,Ringwood,E05004606,Ringwood East and Sopley,E07000091,New Forest
6905,E04004585,Sopley,E05004606,Ringwood East and Sopley,E07000091,New Forest
6906,E04004582,Ringwood,E05004607,Ringwood North,E07000091,New Forest
6907,E04004582,Ringwood,E05004608,Ringwood South,E07000091,New Forest
6908,E04004587,Totton and Eling,E05004609,Totton Central,E07000091,New Forest
6909,E04004587,Totton and Eling,E05004610,Totton East,E07000091,New Forest
6910,E04004587,Totton and Eling,E05004611,Totton North,E07000091,New Forest
6911,E04004587,Totton and Eling,E05004612,Totton South,E07000091,New Forest
6912,E04004587,Totton and Eling,E05004613,Totton West,E07000091,New Forest
6913,E04004563,Damerham,E05008932,Downlands and Forest,E07000091,New Forest
6914,E04004570,Hale,E05008932,Downlands and Forest,E07000091,New Forest
6915,E04004577,Martin,E05008932,Downlands and Forest,E07000091,New Forest
6916,E04004583,Rockbourne,E05008932,Downlands and Forest,E07000091,New Forest
6917,E04004588,Whitsbury,E05008932,Downlands and Forest,E07000091,New Forest
6918,E04004589,Woodgreen,E05008932,Downlands and Forest,E07000091,New Forest
6919,E04012144,Breamore,E05008932,Downlands and Forest,E07000091,New Forest
6920,E04004584,Sandleheath,E05008933,Fordingbridge,E07000091,New Forest
6921,E04012145,Fordingbridge,E05008933,Fordingbridge,E07000091,New Forest
6922,E04004566,"Ellingham, Harbridge and Ibsley",E05008934,Forest North West,E07000091,New Forest
6923,E04004572,Hyde,E05008934,Forest North West,E07000091,New Forest
6924,E04012146,Godshill,E05008934,Forest North West,E07000091,New Forest
6925,E04012839,Andover,E05012085,Andover Downlands,E07000093,Test Valley
6926,E04012839,Andover,E05012088,Andover Romans,E07000093,Test Valley
6927,E04004624,Michelmersh and Timsbury,E05012093,Blackwater,E07000093,Test Valley
6928,E04012841,Awbridge,E05012093,Blackwater,E07000093,Test Valley
6929,E04012850,Melchet Park and Plaitford,E05012093,Blackwater,E07000093,Test Valley
6930,E04012856,Romsey Extra,E05012093,Blackwater,E07000093,Test Valley
6931,E04012857,Sherfield English,E05012093,Blackwater,E07000093,Test Valley
6932,E04012862,Wellow,E05012093,Blackwater,E07000093,Test Valley
6933,E04004602,Bullington,E05012097,Harewood,E07000093,Test Valley
6934,E04004604,Chilbolton,E05012097,Harewood,E07000093,Test Valley
6935,E04012842,Barton Stacey,E05012097,Harewood,E07000093,Test Valley
6936,E04012849,Longparish,E05012097,Harewood,E07000093,Test Valley
6937,E04012863,Wherwell,E05012097,Harewood,E07000093,Test Valley
6938,E04004595,Ashley,E05012098,Mid Test,E07000093,Test Valley
6939,E04004598,Bossington,E05012098,Mid Test,E07000093,Test Valley
6940,E04004600,Broughton,E05012098,Mid Test,E07000093,Test Valley
6941,E04004601,Buckholt,E05012098,Mid Test,E07000093,Test Valley
6942,E04004606,East Dean,E05012098,Mid Test,E07000093,Test Valley
6943,E04004607,East Tytherley,E05012098,Mid Test,E07000093,Test Valley
6944,E04004609,Frenchmoor,E05012098,Mid Test,E07000093,Test Valley
6945,E04004613,Houghton,E05012098,Mid Test,E07000093,Test Valley
6946,E04004616,Kings Somborne,E05012098,Mid Test,E07000093,Test Valley
6947,E04004617,Leckford,E05012098,Mid Test,E07000093,Test Valley
6948,E04004619,Little Somborne,E05012098,Mid Test,E07000093,Test Valley
6949,E04004620,Lockerley,E05012098,Mid Test,E07000093,Test Valley
6950,E04004622,Longstock,E05012098,Mid Test,E07000093,Test Valley
6951,E04004626,Mottisfont,E05012098,Mid Test,E07000093,Test Valley
6952,E04004639,Stockbridge,E05012098,Mid Test,E07000093,Test Valley
6953,E04004645,West Tytherley,E05012098,Mid Test,E07000093,Test Valley
6954,E04012851,Nether Wallop,E05012098,Mid Test,E07000093,Test Valley
6955,E04012853,Over Wallop,E05012098,Mid Test,E07000093,Test Valley
6956,E04004634,Romsey,E05012100,Romsey Abbey,E07000093,Test Valley
6957,E04012856,Romsey Extra,E05012100,Romsey Abbey,E07000093,Test Valley
6958,E04004634,Romsey,E05012102,Romsey Tadburn,E07000093,Test Valley
6959,E04012856,Romsey Extra,E05012102,Romsey Tadburn,E07000093,Test Valley
6960,E04004624,Michelmersh and Timsbury,E05012927,Ampfield & Braishfield,E07000093,Test Valley
6961,E04012838,Ampfield,E05012927,Ampfield & Braishfield,E07000093,Test Valley
6962,E04012843,Braishfield,E05012927,Ampfield & Braishfield,E07000093,Test Valley
6963,E04012856,Romsey Extra,E05012927,Ampfield & Braishfield,E07000093,Test Valley
6964,E04012839,Andover,E05012928,Andover Harroway,E07000093,Test Valley
6965,E04012839,Andover,E05012929,Andover Millway,E07000093,Test Valley
6966,E04012839,Andover,E05012930,Andover St Mary's,E07000093,Test Valley
6967,E04012839,Andover,E05012931,Andover Winton,E07000093,Test Valley
6968,E04004593,Amport,E05012932,Anna,E07000093,Test Valley
6969,E04004625,Monxton,E05012932,Anna,E07000093,Test Valley
6970,E04012837,Abbotts Ann,E05012932,Anna,E07000093,Test Valley
6971,E04012839,Andover,E05012932,Anna,E07000093,Test Valley
6972,E04012847,Goodworth Clatford,E05012932,Anna,E07000093,Test Valley
6973,E04012848,Grateley,E05012932,Anna,E07000093,Test Valley
6974,E04012853,Over Wallop,E05012932,Anna,E07000093,Test Valley
6975,E04012855,Quarley,E05012932,Anna,E07000093,Test Valley
6976,E04012860,Upper Clatford,E05012932,Anna,E07000093,Test Valley
6977,E04004610,Fyfield,E05012933,Bellinger,E07000093,Test Valley
6978,E04004615,Kimpton,E05012933,Bellinger,E07000093,Test Valley
6979,E04004637,Shipton Bellinger,E05012933,Bellinger,E07000093,Test Valley
6980,E04004641,Thruxton,E05012933,Bellinger,E07000093,Test Valley
6981,E04012840,Appleshaw,E05012933,Bellinger,E07000093,Test Valley
6982,E04004608,Faccombe,E05012934,Bourne Valley,E07000093,Test Valley
6983,E04004614,Hurstbourne Tarrant,E05012934,Bourne Valley,E07000093,Test Valley
6984,E04004618,Linkenholt,E05012934,Bourne Valley,E07000093,Test Valley
6985,E04004643,Vernhams Dean,E05012934,Bourne Valley,E07000093,Test Valley
6986,E04012846,Enham Alamein,E05012934,Bourne Valley,E07000093,Test Valley
6987,E04012858,Smannell,E05012934,Bourne Valley,E07000093,Test Valley
6988,E04012859,Tangley,E05012934,Bourne Valley,E07000093,Test Valley
6989,E04004632,Penton Mewsey,E05012935,Charlton & the Pentons,E07000093,Test Valley
6990,E04012844,Charlton,E05012935,Charlton & the Pentons,E07000093,Test Valley
6991,E04012854,Penton Grafton,E05012935,Charlton & the Pentons,E07000093,Test Valley
6992,E04004629,Nursling and Rownhams,E05012936,"Chilworth, Nursling & Rownhams",E07000093,Test Valley
6993,E04012845,Chilworth,E05012936,"Chilworth, Nursling & Rownhams",E07000093,Test Valley
6994,E04012856,Romsey Extra,E05012936,"Chilworth, Nursling & Rownhams",E07000093,Test Valley
6995,E04012861,Valley Park,E05012936,"Chilworth, Nursling & Rownhams",E07000093,Test Valley
6996,E04012852,North Baddesley,E05012937,North Baddesley,E07000093,Test Valley
6997,E04012861,Valley Park,E05012937,North Baddesley,E07000093,Test Valley
6998,E04004634,Romsey,E05012938,Romsey Cupernham,E07000093,Test Valley
6999,E04012856,Romsey Extra,E05012938,Romsey Cupernham,E07000093,Test Valley
7000,E04012861,Valley Park,E05012939,Valley Park,E07000093,Test Valley
7001,E04004651,Bighton,E05010995,Alresford and Itchen Valley,E07000094,Winchester
7002,E04004652,Bishops Sutton,E05010995,Alresford and Itchen Valley,E07000094,Winchester
7003,E04006436,Ingham,E05011841,Happisburgh,E07000147,North Norfolk
7004,E04006443,Lessingham,E05011841,Happisburgh,E07000147,North Norfolk
7005,E04006426,Hickling,E05011842,Hickling,E07000147,North Norfolk
7006,E04006434,Horsey,E05011842,Hickling,E07000147,North Norfolk
7007,E04006458,Potter Heigham,E05011842,Hickling,E07000147,North Norfolk
7008,E04006467,Sea Palling,E05011842,Hickling,E07000147,North Norfolk
7009,E04006427,High Kelling,E05011843,Holt,E07000147,North Norfolk
7010,E04006431,Holt,E05011843,Holt,E07000147,North Norfolk
7011,E04006444,Letheringsett with Glandford,E05011843,Holt,E07000147,North Norfolk
7012,E04006387,Ashmanhaugh,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7013,E04006392,Barton Turf,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7014,E04006406,Dilham,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7015,E04006435,Hoveton,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7016,E04006452,Neatishead,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7017,E04006471,Sloley,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7018,E04006472,Smallburgh,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7019,E04006491,Tunstead,E05011844,Hoveton & Tunstead,E07000147,North Norfolk
7020,E04006412,Fakenham,E05011845,Lancaster North,E07000147,North Norfolk
7021,E04006412,Fakenham,E05011846,Lancaster South,E07000147,North Norfolk
7022,E04006451,Mundesley,E05011847,Mundesley,E07000147,North Norfolk
7023,E04006454,North Walsham,E05011848,North Walsham East,E07000147,North Norfolk
7024,E04006454,North Walsham,E05011849,North Walsham Market Cross,E07000147,North Norfolk
7025,E04006454,North Walsham,E05011850,North Walsham West,E07000147,North Norfolk
7026,E04007525,Spennithorne,E05012364,Lower Wensleydale,E07000166,Richmondshire
7027,E04006453,Northrepps,E05011851,Poppyland,E07000147,North Norfolk
7028,E04006455,Overstrand,E05011851,Poppyland,E07000147,North Norfolk
7029,E04006469,Sidestrand,E05011851,Poppyland,E07000147,North Norfolk
7030,E04006489,Trimingham,E05011851,Poppyland,E07000147,North Norfolk
7031,E04006394,Binham,E05011852,Priory,E07000147,North Norfolk
7032,E04006415,Field Dalling,E05011852,Priory,E07000147,North Norfolk
7033,E04006420,Gunthorpe,E05011852,Priory,E07000147,North Norfolk
7034,E04006429,Hindringham,E05011852,Priory,E07000147,North Norfolk
7035,E04006442,Langham,E05011852,Priory,E07000147,North Norfolk
7036,E04006488,Thursford,E05011852,Priory,E07000147,North Norfolk
7037,E04006494,Warham,E05011852,Priory,E07000147,North Norfolk
7038,E04006500,Wighton,E05011852,Priory,E07000147,North Norfolk
7039,E04006413,Felbrigg,E05011853,Roughton,E07000147,North Norfolk
7040,E04006417,Gimingham,E05011853,Roughton,E07000147,North Norfolk
7041,E04006461,Roughton,E05011853,Roughton,E07000147,North Norfolk
7042,E04006473,Southrepps,E05011853,Roughton,E07000147,North Norfolk
7043,E04006486,Thorpe Market,E05011853,Roughton,E07000147,North Norfolk
7044,E04006433,Horning,E05011854,St Benet's,E07000147,North Norfolk
7045,E04006447,Ludham,E05011854,St Benet's,E07000147,North Norfolk
7046,E04006468,Sheringham,E05011855,Sheringham North,E07000147,North Norfolk
7047,E04006468,Sheringham,E05011856,Sheringham South,E07000147,North Norfolk
7048,E04006492,Upper Sheringham,E05011856,Sheringham South,E07000147,North Norfolk
7049,E04006401,Catfield,E05011857,Stalham,E07000147,North Norfolk
7050,E04006474,Stalham,E05011857,Stalham,E07000147,North Norfolk
7051,E04006480,Sutton,E05011857,Stalham,E07000147,North Norfolk
7052,E04006416,Fulmodeston,E05011858,Stibbard,E07000147,North Norfolk
7053,E04006428,Hindolveston,E05011858,Stibbard,E07000147,North Norfolk
7054,E04006440,Kettlestone,E05011858,Stibbard,E07000147,North Norfolk
7055,E04006463,Ryburgh,E05011858,Stibbard,E07000147,North Norfolk
7056,E04006475,Stibbard,E05011858,Stibbard,E07000147,North Norfolk
7057,E04006483,Swanton Novers,E05011858,Stibbard,E07000147,North Norfolk
7058,E04006487,Thurning,E05011858,Stibbard,E07000147,North Norfolk
7059,E04006503,Wood Norton,E05011858,Stibbard,E07000147,North Norfolk
7060,E04006397,Briningham,E05011859,Stody,E07000147,North Norfolk
7061,E04006398,Brinton,E05011859,Stody,E07000147,North Norfolk
7062,E04006404,Corpusty and Saxthorpe,E05011859,Stody,E07000147,North Norfolk
7063,E04006410,Edgefield,E05011859,Stody,E07000147,North Norfolk
