FID,PAR20CD,PAR20NM,WD20CD,WD20NM,LAD20CD,LAD20NM
1683,E04001786,Fulbourn,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1684,E04001795,Great Wilbraham,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1685,E04001807,Horningsea,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1686,E04001820,Little Wilbraham,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1687,E04001842,Stow cum Quy,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1688,E04001845,Teversham,E05011291,Fen Ditton & Fulbourn,E07000012,South Cambridgeshire
1689,E04001784,Fowlmere,E05011292,Foxton,E07000012,South Cambridgeshire
1690,E04001785,Foxton,E05011292,Foxton,E07000012,South Cambridgeshire
1691,E04001792,Great and Little Chishill,E05011292,Foxton,E07000012,South Cambridgeshire
1692,E04001803,Heydon,E05011292,Foxton,E07000012,South Cambridgeshire
1693,E04001787,Gamlingay,E05011293,Gamlingay,E07000012,South Cambridgeshire
1694,E04001778,Dry Drayton,E05011294,Girton,E07000012,South Cambridgeshire
1695,E04001788,Girton,E05011294,Girton,E07000012,South Cambridgeshire
1696,E04001824,Madingley,E05011294,Girton,E07000012,South Cambridgeshire
1697,E04001797,Hardwick,E05011295,Hardwick,E07000012,South Cambridgeshire
1698,E04001847,Toft,E05011295,Hardwick,E07000012,South Cambridgeshire
1699,E04001763,Barton,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1700,E04001772,Comberton,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1701,E04001774,Coton,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1702,E04001798,Harlton,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1703,E04001799,Harston,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1704,E04012734,Grantchester,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1705,E04012735,Haslingfield,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1706,E04012736,Hauxton,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1707,E04012737,South Trumpington,E05011296,Harston & Comberton,E07000012,South Cambridgeshire
1708,E04001806,Histon,E05011297,Histon & Impington,E07000012,South Cambridgeshire
1709,E04010465,Impington,E05011297,Histon & Impington,E07000012,South Cambridgeshire
1710,E04010467,Orchard Park,E05011297,Histon & Impington,E07000012,South Cambridgeshire
1711,E04001762,Bartlow,E05011298,Linton,E07000012,South Cambridgeshire
1712,E04001769,Castle Camps,E05011298,Linton,E07000012,South Cambridgeshire
1713,E04001791,Great Abington,E05011298,Linton,E07000012,South Cambridgeshire
1714,E04001804,Hildersham,E05011298,Linton,E07000012,South Cambridgeshire
1715,E04001814,Linton,E05011298,Linton,E07000012,South Cambridgeshire
1716,E04001816,Little Abington,E05011298,Linton,E07000012,South Cambridgeshire
1717,E04001839,Shudy Camps,E05011298,Linton,E07000012,South Cambridgeshire
1718,E04001822,Longstanton,E05011299,Longstanton,E07000012,South Cambridgeshire
1719,E04001829,Oakington and Westwick,E05011299,Longstanton,E07000012,South Cambridgeshire
1720,E04001825,Melbourn,E05011300,Melbourn,E07000012,South Cambridgeshire
1721,E04001826,Meldreth,E05011300,Melbourn,E07000012,South Cambridgeshire
1722,E04001837,Shepreth,E05011300,Melbourn,E07000012,South Cambridgeshire
1723,E04001852,Whaddon,E05011300,Melbourn,E07000012,South Cambridgeshire
1724,E04001813,Landbeach,E05011301,Milton & Waterbeach,E07000012,South Cambridgeshire
1725,E04001848,Waterbeach,E05011301,Milton & Waterbeach,E07000012,South Cambridgeshire
1726,E04010466,Milton,E05011301,Milton & Waterbeach,E07000012,South Cambridgeshire
1727,E04012749,Over,E05011302,Over & Willingham,E07000012,South Cambridgeshire
1728,E04012750,Willingham,E05011302,Over & Willingham,E07000012,South Cambridgeshire
1729,E04001836,Sawston,E05011303,Sawston,E07000012,South Cambridgeshire
1730,E04001794,Great Shelford,E05011304,Shelford,E07000012,South Cambridgeshire
1731,E04001819,Little Shelford,E05011304,Shelford,E07000012,South Cambridgeshire
1732,E04001840,Stapleford,E05011304,Shelford,E07000012,South Cambridgeshire
1733,E04001783,Fen Drayton,E05011305,Swavesey,E07000012,South Cambridgeshire
1734,E04001821,Lolworth,E05011305,Swavesey,E07000012,South Cambridgeshire
1735,E04001843,Swavesey,E05011305,Swavesey,E07000012,South Cambridgeshire
1736,E04001756,Abington Pigotts,E05011306,The Mordens,E07000012,South Cambridgeshire
1737,E04001757,Arrington,E05011306,The Mordens,E07000012,South Cambridgeshire
1738,E04001777,Croydon,E05011306,The Mordens,E07000012,South Cambridgeshire
1739,E04001796,Guilden Morden,E05011306,The Mordens,E07000012,South Cambridgeshire
1740,E04001801,Hatley,E05011306,The Mordens,E07000012,South Cambridgeshire
1741,E04001838,Shingay cum Wendy,E05011306,The Mordens,E07000012,South Cambridgeshire
1742,E04001841,Steeple Morden,E05011306,The Mordens,E07000012,South Cambridgeshire
1743,E04001844,Tadlow,E05011306,The Mordens,E07000012,South Cambridgeshire
1744,E04001828,Newton,E05011307,Whittlesford,E07000012,South Cambridgeshire
1745,E04001846,Thriplow,E05011307,Whittlesford,E07000012,South Cambridgeshire
1746,E04012082,Whittlesford,E05011307,Whittlesford,E07000012,South Cambridgeshire
1747,E04002388,Blindcrake,E05011720,All Saints,E07000026,Allerdale
1748,E04002401,Cockermouth,E05011720,All Saints,E07000026,Allerdale
1749,E04002406,Embleton,E05011720,All Saints,E07000026,Allerdale
1750,E04002429,Setmurthy,E05011720,All Saints,E07000026,Allerdale
1751,E04002440,Wythop,E05011720,All Saints,E07000026,Allerdale
1752,E04002381,Allhallows,E05011721,Allhallow & Waverton,E07000026,Allerdale
1753,E04002395,Bromfield,E05011721,Allhallow & Waverton,E07000026,Allerdale
1754,E04002405,Dundraw,E05011721,Allhallow & Waverton,E07000026,Allerdale
1755,E04002412,Holme East Waver,E05011721,Allhallow & Waverton,E07000026,Allerdale
1756,E04002433,Waverton,E05011721,Allhallow & Waverton,E07000026,Allerdale
1757,E04002383,Aspatria,E05011722,Aspatria,E07000026,Allerdale
1758,E04002391,Bothel and Threapland,E05011722,Aspatria,E07000026,Allerdale
1759,E04002425,Plumbland,E05011722,Aspatria,E07000026,Allerdale
1760,E04002434,Westnewton,E05011722,Aspatria,E07000026,Allerdale
1761,E04002384,Bassenthwaite,E05011723,Boltons,E07000026,Allerdale
1762,E04002385,Bewaldeth and Snittlegarth,E05011723,Boltons,E07000026,Allerdale
1763,E04002386,Blennerhasset and Torpenhow,E05011723,Boltons,E07000026,Allerdale
1764,E04002389,Boltons,E05011723,Boltons,E07000026,Allerdale
1765,E04002415,Ireby and Uldale,E05011723,Boltons,E07000026,Allerdale
1766,E04002393,Bridekirk,E05011724,Broughton St Bridgets,E07000026,Allerdale
1767,E04002394,Brigham,E05011724,Broughton St Bridgets,E07000026,Allerdale
1768,E04002396,Broughton,E05011724,Broughton St Bridgets,E07000026,Allerdale
1769,E04002424,Papcastle,E05011724,Broughton St Bridgets,E07000026,Allerdale
1770,E04002401,Cockermouth,E05011725,Christchurch,E07000026,Allerdale
1771,E04002379,Above Derwent,E05011726,Crummock & Derwent Valley,E07000026,Allerdale
1772,E04002387,Blindbothel,E05011726,Crummock & Derwent Valley,E07000026,Allerdale
1773,E04002398,Buttermere,E05011726,Crummock & Derwent Valley,E07000026,Allerdale
1774,E04002420,Lorton,E05011726,Crummock & Derwent Valley,E07000026,Allerdale
1775,E04002421,Loweswater,E05011726,Crummock & Derwent Valley,E07000026,Allerdale
1776,E04002403,Dean,E05011727,Dalton,E07000026,Allerdale
1777,E04002409,Greysouthen,E05011727,Dalton,E07000026,Allerdale
1778,E04002402,Crosscanonby,E05011728,Ellen & Gilcrux,E07000026,Allerdale
1779,E04002404,Dearham,E05011728,Ellen & Gilcrux,E07000026,Allerdale
1780,E04002407,Gilcrux,E05011728,Ellen & Gilcrux,E07000026,Allerdale
1781,E04002422,Maryport,E05011729,Flimby,E07000026,Allerdale
1782,E04002439,Workington,E05011730,Harrington & Salterbeck,E07000026,Allerdale
1783,E04002390,Borrowdale,E05011731,Keswick,E07000026,Allerdale
1784,E04012984,Keswick,E05011731,Keswick,E07000026,Allerdale
1785,E04012985,St John's Castlerigg and Wythburn,E05011731,Keswick,E07000026,Allerdale
1786,E04012986,Underskiddaw,E05011731,Keswick,E07000026,Allerdale
1787,E04002380,Aikton,E05011732,Marsh & Wampool,E07000026,Allerdale
1788,E04002392,Bowness,E05011732,Marsh & Wampool,E07000026,Allerdale
1789,E04002417,Kirkbampton,E05011732,Marsh & Wampool,E07000026,Allerdale
1790,E04002418,Kirkbride,E05011732,Marsh & Wampool,E07000026,Allerdale
1791,E04002431,Thursby,E05011732,Marsh & Wampool,E07000026,Allerdale
1792,E04002422,Maryport,E05011733,Maryport North,E07000026,Allerdale
1793,E04002397,Broughton Moor,E05011734,Maryport South,E07000026,Allerdale
1794,E04002422,Maryport,E05011734,Maryport South,E07000026,Allerdale
1795,E04002439,Workington,E05011735,Moorclose & Moss Bay,E07000026,Allerdale
1796,E04002439,Workington,E05011736,St John's,E07000026,Allerdale
1797,E04002439,Workington,E05011737,St Michael's,E07000026,Allerdale
1798,E04002400,Camerton,E05011738,Seaton & Northside,E07000026,Allerdale
1799,E04002427,Seaton,E05011738,Seaton & Northside,E07000026,Allerdale
1800,E04002439,Workington,E05011738,Seaton & Northside,E07000026,Allerdale
1801,E04002382,Allonby,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1802,E04002410,Hayton and Mealo,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1803,E04002411,Holme Abbey,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1804,E04002414,Holme St Cuthbert,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1805,E04002423,Oughterside and Allerby,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1806,E04002441,"Lands common to Holme Abbey, Holme Low and Holme St Cuthbert",E05011739,Silloth & Solway Coast,E07000026,Allerdale
1807,E04013029,Holme Low,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1808,E04013030,Silloth-on-Solway,E05011739,Silloth & Solway Coast,E07000026,Allerdale
1809,E04002408,Great Clifton,E05011740,Stainburn & Clifton,E07000026,Allerdale
1810,E04002419,Little Clifton,E05011740,Stainburn & Clifton,E07000026,Allerdale
1811,E04002437,Winscales,E05011740,Stainburn & Clifton,E07000026,Allerdale
1812,E04002439,Workington,E05011740,Stainburn & Clifton,E07000026,Allerdale
1813,E04002399,Caldbeck,E05011741,Warnell,E07000026,Allerdale
1814,E04002428,Sebergham,E05011741,Warnell,E07000026,Allerdale
1815,E04002435,Westward,E05011741,Warnell,E07000026,Allerdale
1816,E04002436,Wigton,E05011742,Wigton & Woodside,E07000026,Allerdale
1817,E04002438,Woodside,E05011742,Wigton & Woodside,E07000026,Allerdale
1818,E04002442,Askam and Ireleth,E05003147,Dalton North,E07000027,Barrow-in-Furness
1819,E04002443,Dalton Town with Newton,E05003147,Dalton North,E07000027,Barrow-in-Furness
1820,E04002444,Lindal and Marton,E05003147,Dalton North,E07000027,Barrow-in-Furness
1821,E04002443,Dalton Town with Newton,E05003148,Dalton South,E07000027,Barrow-in-Furness
1822,E04002462,Kingmoor,E05012940,Belah & Kingmoor,E07000028,Carlisle
1823,E04002474,Stanwix Rural,E05012940,Belah & Kingmoor,E07000028,Carlisle
1824,E04002480,Wetheral,E05012941,Botcherby & Harraby North,E07000028,Carlisle
1825,E04002446,Askerton,E05012942,Brampton & Fellside,E07000028,Carlisle
1826,E04002449,Brampton,E05012942,Brampton & Fellside,E07000028,Carlisle
1827,E04002451,Burtholme,E05012942,Brampton & Fellside,E07000028,Carlisle
1828,E04002452,Carlatton,E05012942,Brampton & Fellside,E07000028,Carlisle
1829,E04002453,Castle Carrock,E05012942,Brampton & Fellside,E07000028,Carlisle
1830,E04002455,Cumrew,E05012942,Brampton & Fellside,E07000028,Carlisle
1831,E04002456,Cumwhitton,E05012942,Brampton & Fellside,E07000028,Carlisle
1832,E04002458,Farlam,E05012942,Brampton & Fellside,E07000028,Carlisle
1833,E04002459,Hayton,E05012942,Brampton & Fellside,E07000028,Carlisle
1834,E04002463,Kingwater,E05012942,Brampton & Fellside,E07000028,Carlisle
1835,E04002466,Midgeholme,E05012942,Brampton & Fellside,E07000028,Carlisle
1836,E04002467,Nether Denton,E05012942,Brampton & Fellside,E07000028,Carlisle
1837,E04002476,Upper Denton,E05012942,Brampton & Fellside,E07000028,Carlisle
1838,E04002478,Waterhead,E05012942,Brampton & Fellside,E07000028,Carlisle
1839,E04002447,Beaumont,E05012945,Dalston & Burgh,E07000028,Carlisle
1840,E04002450,Burgh by Sands,E05012945,Dalston & Burgh,E07000028,Carlisle
1841,E04002454,Cummersdale,E05012945,Dalston & Burgh,E07000028,Carlisle
1842,E04002457,Dalston,E05012945,Dalston & Burgh,E07000028,Carlisle
1843,E04002469,Orton,E05012945,Dalston & Burgh,E07000028,Carlisle
1844,E04002471,St Cuthbert Without,E05012945,Dalston & Burgh,E07000028,Carlisle
1845,E04002454,Cummersdale,E05012946,Denton Holme & Morton South,E07000028,Carlisle
1846,E04002471,St Cuthbert Without,E05012947,Harraby South & Parklands,E07000028,Carlisle
1847,E04002445,Arthuret,E05012948,Longtown & the Border,E07000028,Carlisle
1848,E04002448,Bewcastle,E05012948,Longtown & the Border,E07000028,Carlisle
1849,E04002460,Hethersgill,E05012948,Longtown & the Border,E07000028,Carlisle
1850,E04002461,Irthington,E05012948,Longtown & the Border,E07000028,Carlisle
1851,E04002464,Kirkandrews,E05012948,Longtown & the Border,E07000028,Carlisle
1852,E04002465,Kirklinton Middle,E05012948,Longtown & the Border,E07000028,Carlisle
1853,E04002468,Nicholforest,E05012948,Longtown & the Border,E07000028,Carlisle
1854,E04002470,Rockcliffe,E05012948,Longtown & the Border,E07000028,Carlisle
1855,E04002472,Scaleby,E05012948,Longtown & the Border,E07000028,Carlisle
1856,E04002473,Solport,E05012948,Longtown & the Border,E07000028,Carlisle
1857,E04002475,Stapleton,E05012948,Longtown & the Border,E07000028,Carlisle
1858,E04002477,Walton,E05012948,Longtown & the Border,E07000028,Carlisle
1859,E04002479,Westlinton,E05012948,Longtown & the Border,E07000028,Carlisle
1860,E04002454,Cummersdale,E05012950,Sandsfield & Morton West,E07000028,Carlisle
1861,E04002474,Stanwix Rural,E05012951,Stanwix & Houghton,E07000028,Carlisle
1862,E04002459,Hayton,E05012952,Wetheral & Corby,E07000028,Carlisle
1863,E04002480,Wetheral,E05012952,Wetheral & Corby,E07000028,Carlisle
1864,E04010472,Arlecdon and Frizington,E05012548,Arlecdon & Ennerdale,E07000029,Copeland
1865,E04010476,Ennerdale and Kinniside,E05012548,Arlecdon & Ennerdale,E07000029,Copeland
1866,E04010479,Lamplugh,E05012548,Arlecdon & Ennerdale,E07000029,Copeland
1867,E04012139,Haile,E05012549,Beckermet,E07000029,Copeland
1868,E04012140,Lowside Quarter,E05012549,Beckermet,E07000029,Copeland
1869,E04012142,Beckermet,E05012549,Beckermet,E07000029,Copeland
1870,E04002506,Ulpha,E05012550,Black Combe & Scafell,E07000029,Copeland
1871,E04002507,Waberthwaite,E05012550,Black Combe & Scafell,E07000029,Copeland
1872,E04010473,Bootle,E05012550,Black Combe & Scafell,E07000029,Copeland
1873,E04010477,Eskdale,E05012550,Black Combe & Scafell,E07000029,Copeland
1874,E04010480,Millom,E05012550,Black Combe & Scafell,E07000029,Copeland
1875,E04010481,Millom Without,E05012550,Black Combe & Scafell,E07000029,Copeland
1876,E04010483,Muncaster,E05012550,Black Combe & Scafell,E07000029,Copeland
1877,E04010486,Whicham,E05012550,Black Combe & Scafell,E07000029,Copeland
1878,E04010474,Cleator Moor,E05012551,Cleator Moor,E07000029,Copeland
1879,E04012422,Whitehaven,E05012552,Corkickle,E07000029,Copeland
1880,E04002484,Distington,E05012553,"Distington, Lowca & Parton",E07000029,Copeland
1881,E04002493,Lowca,E05012553,"Distington, Lowca & Parton",E07000029,Copeland
1882,E04002500,Parton,E05012553,"Distington, Lowca & Parton",E07000029,Copeland
1883,E04012138,Egremont,E05012554,Egremont,E07000029,Copeland
1884,E04002489,Gosforth,E05012555,Gosforth & Seascale,E07000029,Copeland
1885,E04002505,Seascale,E05012555,Gosforth & Seascale,E07000029,Copeland
1886,E04010484,Wasdale,E05012555,Gosforth & Seascale,E07000029,Copeland
1887,E04012141,Ponsonby,E05012555,Gosforth & Seascale,E07000029,Copeland
1888,E04012151,Drigg and Carleton,E05012555,Gosforth & Seascale,E07000029,Copeland
1889,E04012152,Irton with Santon,E05012555,Gosforth & Seascale,E07000029,Copeland
1890,E04012422,Whitehaven,E05012556,Hillcrest,E07000029,Copeland
1891,E04012422,Whitehaven,E05012557,Kells,E07000029,Copeland
1892,E04010480,Millom,E05012558,Millom,E07000029,Copeland
1893,E04002508,Weddicar,E05012559,Moor Row & Bigrigg,E07000029,Copeland
1894,E04012138,Egremont,E05012559,Moor Row & Bigrigg,E07000029,Copeland
1895,E04002508,Weddicar,E05012560,Moresby,E07000029,Copeland
1896,E04010482,Moresby,E05012560,Moresby,E07000029,Copeland
1897,E04010485,St. Bees,E05012561,St Bees,E07000029,Copeland
1898,E04012140,Lowside Quarter,E05012561,St Bees,E07000029,Copeland
1899,E04012422,Whitehaven,E05012562,Sneckyeat,E07000029,Copeland
1900,E04012422,Whitehaven,E05012563,Whitehaven Central,E07000029,Copeland
1901,E04012422,Whitehaven,E05012564,Whitehaven South,E07000029,Copeland
1902,E04002511,Alston Moor,E05003205,Alston Moor,E07000030,Eden
1903,E04002512,Appleby-in-Westmorland,E05003206,Appleby (Appleby),E07000030,Eden
1904,E04002512,Appleby-in-Westmorland,E05003207,Appleby (Bongate),E07000030,Eden
1905,E04002514,Askham,E05003208,Askham,E07000030,Eden
1906,E04002515,Bampton,E05003208,Askham,E07000030,Eden
1907,E04002516,Barton and Pooley Bridge,E05003208,Askham,E07000030,Eden
1908,E04002551,Lowther,E05003208,Askham,E07000030,Eden
1909,E04002553,Martindale,E05003208,Askham,E07000030,Eden
1910,E04002518,Brough,E05003209,Brough,E07000030,Eden
1911,E04002520,Brough Sowerby,E05003209,Brough,E07000030,Eden
1912,E04002537,Helbeck,E05003209,Brough,E07000030,Eden
1913,E04002559,Musgrave,E05003209,Brough,E07000030,Eden
1914,E04002574,Stainmore,E05003209,Brough,E07000030,Eden
1915,E04002513,Asby,E05003210,Crosby Ravensworth,E07000030,Eden
1916,E04002517,Bolton,E05003210,Crosby Ravensworth,E07000030,Eden
1917,E04002528,Crosby Ravensworth,E05003210,Crosby Ravensworth,E07000030,Eden
1918,E04002543,King's Meaburn,E05003210,Crosby Ravensworth,E07000030,Eden
1919,E04002530,Dacre,E05003211,Dacre,E07000030,Eden
1920,E04002524,Clifton,E05003212,Eamont,E07000030,Eden
1921,E04002572,Sockbridge and Tirril,E05003212,Eamont,E07000030,Eden
1922,E04002583,Yanwath and Eamont Bridge,E05003212,Eamont,E07000030,Eden
1923,E04002557,Mungrisdale,E05003213,Greystoke,E07000030,Eden
1924,E04002577,Threlkeld,E05003213,Greystoke,E07000030,Eden
1925,E04012958,Greystoke,E05003213,Greystoke,E07000030,Eden
1926,E04002529,Culgaith,E05003214,Hartside,E07000030,Eden
1927,E04012960,Melmerby,E05003214,Hartside,E07000030,Eden
1928,E04012961,Ousby,E05003214,Hartside,E07000030,Eden
1929,E04002522,Catterlen,E05003215,Hesket,E07000030,Eden
1930,E04002538,Hesket,E05003215,Hesket,E07000030,Eden
1931,E04002536,Hartley,E05003216,Kirkby Stephen,E07000030,Eden
1932,E04002542,Kaber,E05003216,Kirkby Stephen,E07000030,Eden
1933,E04002544,Kirkby Stephen,E05003216,Kirkby Stephen,E07000030,Eden
1934,E04002552,Mallerstang,E05003216,Kirkby Stephen,E07000030,Eden
1935,E04002560,Nateby,E05003216,Kirkby Stephen,E07000030,Eden
1936,E04002581,Wharton,E05003216,Kirkby Stephen,E07000030,Eden
1937,E04002582,Winton,E05003216,Kirkby Stephen,E07000030,Eden
1938,E04002519,Brougham,E05003217,Kirkby Thore,E07000030,Eden
1939,E04002545,Kirkby Thore,E05003217,Kirkby Thore,E07000030,Eden
1940,E04002561,Newbiggin,E05003217,Kirkby Thore,E07000030,Eden
1941,E04002576,Temple Sowerby,E05003217,Kirkby Thore,E07000030,Eden
1942,E04002510,Ainstable,E05003218,Kirkoswald,E07000030,Eden
1943,E04002546,Kirkoswald,E05003218,Kirkoswald,E07000030,Eden
1944,E04002532,Glassonby,E05003219,Langwathby,E07000030,Eden
1945,E04002540,Hunsonby,E05003219,Langwathby,E07000030,Eden
1946,E04002547,Langwathby,E05003219,Langwathby,E07000030,Eden
1947,E04002533,Great Salkeld,E05003220,Lazonby,E07000030,Eden
1948,E04002548,Lazonby,E05003220,Lazonby,E07000030,Eden
1949,E04002526,Crackenthorpe,E05003221,Long Marton,E07000030,Eden
1950,E04002531,Dufton,E05003221,Long Marton,E07000030,Eden
1951,E04002550,Long Marton,E05003221,Long Marton,E07000030,Eden
1952,E04002555,Milburn,E05003221,Long Marton,E07000030,Eden
1953,E04002523,Cliburn,E05003222,Morland,E07000030,Eden
1954,E04002534,Great Strickland,E05003222,Morland,E07000030,Eden
1955,E04002556,Morland,E05003222,Morland,E07000030,Eden
1956,E04002562,Newby,E05003222,Morland,E07000030,Eden
1957,E04002571,Sleagill,E05003222,Morland,E07000030,Eden
1958,E04012962,Little Strickland,E05003222,Morland,E07000030,Eden
1959,E04002564,Orton,E05003223,Orton with Tebay,E07000030,Eden
1960,E04002575,Tebay,E05003223,Orton with Tebay,E07000030,Eden
1961,E04012411,Penrith,E05003224,Penrith Carleton,E07000030,Eden
1962,E04012411,Penrith,E05003225,Penrith East,E07000030,Eden
1963,E04012411,Penrith,E05003226,Penrith North,E07000030,Eden
1964,E04012411,Penrith,E05003227,Penrith Pategill,E07000030,Eden
1965,E04012411,Penrith,E05003228,Penrith South,E07000030,Eden
1966,E04012411,Penrith,E05003229,Penrith West,E07000030,Eden
1967,E04002527,Crosby Garrett,E05003230,Ravenstonedale,E07000030,Eden
1968,E04002567,Ravenstonedale,E05003230,Ravenstonedale,E07000030,Eden
1969,E04002573,Soulby,E05003230,Ravenstonedale,E07000030,Eden
1970,E04002579,Waitby,E05003230,Ravenstonedale,E07000030,Eden
1971,E04002568,Shap,E05003231,Shap,E07000030,Eden
1972,E04002569,Shap Rural,E05003231,Shap,E07000030,Eden
1973,E04002521,Castle Sowerby,E05003232,Skelton,E07000030,Eden
1974,E04002570,Skelton,E05003232,Skelton,E07000030,Eden
1975,E04002554,Matterdale,E05003233,Ullswater,E07000030,Eden
1976,E04002566,Patterdale,E05003233,Ullswater,E07000030,Eden
1977,E04012959,Hutton,E05003233,Ullswater,E07000030,Eden
1978,E04002525,Colby,E05003234,Warcop,E07000030,Eden
1979,E04002539,Hoff,E05003234,Warcop,E07000030,Eden
1980,E04002558,Murton,E05003234,Warcop,E07000030,Eden
1981,E04002563,Ormside,E05003234,Warcop,E07000030,Eden
1982,E04002580,Warcop,E05003234,Warcop,E07000030,Eden
1983,E04002622,Lakes,E05011490,Ambleside & Grasmere,E07000031,South Lakeland
1984,E04002649,Skelwith,E05011490,Ambleside & Grasmere,E07000031,South Lakeland
1985,E04002586,Arnside,E05011491,Arnside & Milnthorpe,E07000031,South Lakeland
1986,E04002588,Beetham,E05011491,Arnside & Milnthorpe,E07000031,South Lakeland
1987,E04002634,Milnthorpe,E05011491,Arnside & Milnthorpe,E07000031,South Lakeland
1988,E04002593,Cartmel Fell,E05011492,Bowness & Levens,E07000031,South Lakeland
1989,E04002599,Crosthwaite and Lyth,E05011492,Bowness & Levens,E07000031,South Lakeland
1990,E04002611,Helsington,E05011492,Bowness & Levens,E07000031,South Lakeland
1991,E04002612,Heversham,E05011492,Bowness & Levens,E07000031,South Lakeland
1992,E04002624,Levens,E05011492,Bowness & Levens,E07000031,South Lakeland
1993,E04002656,Underbarrow and Bradleyfield,E05011492,Bowness & Levens,E07000031,South Lakeland
1994,E04002661,Windermere,E05011492,Bowness & Levens,E07000031,South Lakeland
1995,E04012620,"Witherslack, Meathop and Ulpha",E05011492,Bowness & Levens,E07000031,South Lakeland
1996,E04002585,Angerton,E05011493,Broughton & Coniston,E07000031,South Lakeland
1997,E04002589,Blawith and Subberthwaite,E05011493,Broughton & Coniston,E07000031,South Lakeland
1998,E04002591,Broughton West,E05011493,Broughton & Coniston,E07000031,South Lakeland
1999,E04002595,Claife,E05011493,Broughton & Coniston,E07000031,South Lakeland
2000,E04002596,Colton,E05011493,Broughton & Coniston,E07000031,South Lakeland
2001,E04001093,Inglesham,E05010755,Blunsdon and Highworth,E06000030,Swindon
2002,E04001096,Stanton Fitzwarren,E05010755,Blunsdon and Highworth,E06000030,Swindon
2003,E04012662,Blunsdon,E05010755,Blunsdon and Highworth,E06000030,Swindon
2004,E04012667,Highworth,E05010755,Blunsdon and Highworth,E06000030,Swindon
2005,E04012669,South Marston,E05010755,Blunsdon and Highworth,E06000030,Swindon
2006,E04012663,Central Swindon North,E05010756,Haydon Wick,E06000030,Swindon
2007,E04012666,Haydon Wick,E05010756,Haydon Wick,E06000030,Swindon
2008,E04012670,St Andrews,E05010756,Haydon Wick,E06000030,Swindon
2009,E04012662,Blunsdon,E05010757,Penhill and Upper Stratton,E06000030,Swindon
2010,E04012663,Central Swindon North,E05010757,Penhill and Upper Stratton,E06000030,Swindon
2011,E04012671,Stratton St Margaret,E05010757,Penhill and Upper Stratton,E06000030,Swindon
2012,E04001101,Bainton,E05010805,Barnack,E06000031,Peterborough
2013,E04001102,Barnack,E05010805,Barnack,E06000031,Peterborough
2014,E04001110,Helpston,E05010805,Barnack,E06000031,Peterborough
2015,E04001118,St. Martin's Without,E05010805,Barnack,E06000031,Peterborough
2016,E04001119,Southorpe,E05010805,Barnack,E06000031,Peterborough
2017,E04001123,Ufford,E05010805,Barnack,E06000031,Peterborough
2018,E04001127,Wothorpe,E05010805,Barnack,E06000031,Peterborough
2019,E04001104,Bretton,E05010806,Bretton,E06000031,Peterborough
2020,E04001103,Borough Fen,E05010810,"Eye, Thorney and Newborough",E06000031,Peterborough
2021,E04001108,Eye,E05010810,"Eye, Thorney and Newborough",E06000031,Peterborough
2022,E04001113,Newborough,E05010810,"Eye, Thorney and Newborough",E06000031,Peterborough
2023,E04001121,Thorney,E05010810,"Eye, Thorney and Newborough",E06000031,Peterborough
2024,E04001115,Orton Longueville,E05010812,Fletton and Woodston,E06000031,Peterborough
2025,E04001100,Ailsworth,E05010813,Glinton and Castor,E06000031,Peterborough
2026,E04001105,Castor,E05010813,Glinton and Castor,E06000031,Peterborough
2027,E04001106,Deeping Gate,E05010813,Glinton and Castor,E06000031,Peterborough
2028,E04001107,Etton,E05010813,Glinton and Castor,E06000031,Peterborough
2029,E04001109,Glinton,E05010813,Glinton and Castor,E06000031,Peterborough
2030,E04001111,Marholm,E05010813,Glinton and Castor,E06000031,Peterborough
2031,E04001112,Maxey,E05010813,Glinton and Castor,E06000031,Peterborough
2032,E04001114,Northborough,E05010813,Glinton and Castor,E06000031,Peterborough
2033,E04001117,Peakirk,E05010813,Glinton and Castor,E06000031,Peterborough
2034,E04012079,Hampton Hargate and Vale,E05010815,Hampton Vale,E06000031,Peterborough
2035,E04001115,Orton Longueville,E05010816,Hargate and Hempsted,E06000031,Peterborough
2036,E04012079,Hampton Hargate and Vale,E05010816,Hargate and Hempsted,E06000031,Peterborough
2037,E04001115,Orton Longueville,E05010818,Orton Longueville,E06000031,Peterborough
